"X","性別","醫療層級","縣市","年齡","年度","人數"
15515,"F","基層院所","基隆市",28,2009,5
15516,"F","基層院所","基隆市",28,2010,9
15517,"F","基層院所","基隆市",28,2011,2
15518,"F","基層院所","基隆市",28,2012,3
15519,"F","基層院所","基隆市",29,2005,7
15520,"F","基層院所","基隆市",29,2006,4
15521,"F","基層院所","基隆市",29,2007,11
15522,"F","基層院所","基隆市",29,2008,7
15523,"F","基層院所","基隆市",29,2009,7
15524,"F","基層院所","基隆市",29,2010,8
15525,"F","基層院所","基隆市",29,2011,10
15526,"F","基層院所","基隆市",29,2012,6
15527,"F","基層院所","基隆市",30,2005,8
15528,"F","基層院所","基隆市",30,2006,7
15529,"F","基層院所","基隆市",30,2007,7
15530,"F","基層院所","基隆市",30,2008,14
15531,"F","基層院所","基隆市",30,2009,5
15532,"F","基層院所","基隆市",30,2010,6
15533,"F","基層院所","基隆市",30,2011,7
15534,"F","基層院所","基隆市",30,2012,9
15535,"F","基層院所","基隆市",31,2005,4
15536,"F","基層院所","基隆市",31,2006,11
15537,"F","基層院所","基隆市",31,2007,7
15538,"F","基層院所","基隆市",31,2008,8
15539,"F","基層院所","基隆市",31,2009,14
15540,"F","基層院所","基隆市",31,2010,5
15541,"F","基層院所","基隆市",31,2011,7
15542,"F","基層院所","基隆市",31,2012,8
15543,"F","基層院所","基隆市",32,2005,5
15544,"F","基層院所","基隆市",32,2006,4
15545,"F","基層院所","基隆市",32,2007,15
15546,"F","基層院所","基隆市",32,2008,8
15547,"F","基層院所","基隆市",32,2009,8
15548,"F","基層院所","基隆市",32,2010,15
15549,"F","基層院所","基隆市",32,2011,6
15550,"F","基層院所","基隆市",32,2012,7
15551,"F","基層院所","基隆市",33,2005,8
15552,"F","基層院所","基隆市",33,2006,6
15553,"F","基層院所","基隆市",33,2007,5
15554,"F","基層院所","基隆市",33,2008,17
15555,"F","基層院所","基隆市",33,2009,8
15556,"F","基層院所","基隆市",33,2010,10
15557,"F","基層院所","基隆市",33,2011,18
15558,"F","基層院所","基隆市",33,2012,6
15559,"F","基層院所","基隆市",34,2005,8
15560,"F","基層院所","基隆市",34,2006,9
15561,"F","基層院所","基隆市",34,2007,6
15562,"F","基層院所","基隆市",34,2008,5
15563,"F","基層院所","基隆市",34,2009,14
15564,"F","基層院所","基隆市",34,2010,10
15565,"F","基層院所","基隆市",34,2011,7
15566,"F","基層院所","基隆市",34,2012,18
15567,"F","基層院所","基隆市",35,2005,3
15568,"F","基層院所","基隆市",35,2006,9
15569,"F","基層院所","基隆市",35,2007,10
15570,"F","基層院所","基隆市",35,2008,8
15571,"F","基層院所","基隆市",35,2009,6
15572,"F","基層院所","基隆市",35,2010,14
15573,"F","基層院所","基隆市",35,2011,7
15574,"F","基層院所","基隆市",35,2012,6
15575,"F","基層院所","基隆市",36,2005,7
15576,"F","基層院所","基隆市",36,2006,2
15577,"F","基層院所","基隆市",36,2007,9
15578,"F","基層院所","基隆市",36,2008,7
15579,"F","基層院所","基隆市",36,2009,9
15580,"F","基層院所","基隆市",36,2010,6
15581,"F","基層院所","基隆市",36,2011,14
15582,"F","基層院所","基隆市",36,2012,7
15583,"F","基層院所","基隆市",37,2005,7
15584,"F","基層院所","基隆市",37,2006,7
15585,"F","基層院所","基隆市",37,2007,1
15586,"F","基層院所","基隆市",37,2008,10
15587,"F","基層院所","基隆市",37,2009,6
15588,"F","基層院所","基隆市",37,2010,8
15589,"F","基層院所","基隆市",37,2011,5
15590,"F","基層院所","基隆市",37,2012,10
15591,"F","基層院所","基隆市",38,2005,6
15592,"F","基層院所","基隆市",38,2006,5
15593,"F","基層院所","基隆市",38,2007,7
15594,"F","基層院所","基隆市",38,2008,4
15595,"F","基層院所","基隆市",38,2009,11
15596,"F","基層院所","基隆市",38,2010,5
15597,"F","基層院所","基隆市",38,2011,7
15598,"F","基層院所","基隆市",38,2012,4
15599,"F","基層院所","基隆市",39,2005,8
15600,"F","基層院所","基隆市",39,2006,6
15601,"F","基層院所","基隆市",39,2007,5
15602,"F","基層院所","基隆市",39,2008,9
15603,"F","基層院所","基隆市",39,2009,1
15604,"F","基層院所","基隆市",39,2010,9
15605,"F","基層院所","基隆市",39,2011,6
15606,"F","基層院所","基隆市",39,2012,9
15607,"F","基層院所","基隆市",40,2005,5
15608,"F","基層院所","基隆市",40,2006,11
15609,"F","基層院所","基隆市",40,2007,7
15610,"F","基層院所","基隆市",40,2008,7
15611,"F","基層院所","基隆市",40,2009,6
15612,"F","基層院所","基隆市",40,2010,1
15613,"F","基層院所","基隆市",40,2011,11
15614,"F","基層院所","基隆市",40,2012,6
15615,"F","基層院所","基隆市",41,2005,6
15616,"F","基層院所","基隆市",41,2006,7
15617,"F","基層院所","基隆市",41,2007,10
15618,"F","基層院所","基隆市",41,2008,8
15619,"F","基層院所","基隆市",41,2009,4
15620,"F","基層院所","基隆市",41,2010,6
15621,"F","基層院所","基隆市",41,2011,1
15622,"F","基層院所","基隆市",41,2012,11
15623,"F","基層院所","基隆市",42,2005,7
15624,"F","基層院所","基隆市",42,2006,5
15625,"F","基層院所","基隆市",42,2007,8
15626,"F","基層院所","基隆市",42,2008,11
15627,"F","基層院所","基隆市",42,2009,7
15628,"F","基層院所","基隆市",42,2010,5
15629,"F","基層院所","基隆市",42,2011,7
15630,"F","基層院所","基隆市",42,2012,2
15631,"F","基層院所","基隆市",43,2005,3
15632,"F","基層院所","基隆市",43,2006,7
15633,"F","基層院所","基隆市",43,2007,4
15634,"F","基層院所","基隆市",43,2008,11
15635,"F","基層院所","基隆市",43,2009,9
15636,"F","基層院所","基隆市",43,2010,6
15637,"F","基層院所","基隆市",43,2011,5
15638,"F","基層院所","基隆市",43,2012,7
15639,"F","基層院所","基隆市",44,2005,3
15640,"F","基層院所","基隆市",44,2006,3
15641,"F","基層院所","基隆市",44,2007,6
15642,"F","基層院所","基隆市",44,2008,8
15643,"F","基層院所","基隆市",44,2009,7
15644,"F","基層院所","基隆市",44,2010,9
15645,"F","基層院所","基隆市",44,2011,7
15646,"F","基層院所","基隆市",44,2012,4
15647,"F","基層院所","基隆市",45,2005,3
15648,"F","基層院所","基隆市",45,2006,2
15649,"F","基層院所","基隆市",45,2007,2
15650,"F","基層院所","基隆市",45,2008,8
15651,"F","基層院所","基隆市",45,2009,6
15652,"F","基層院所","基隆市",45,2010,8
15653,"F","基層院所","基隆市",45,2011,9
15654,"F","基層院所","基隆市",45,2012,7
15655,"F","基層院所","基隆市",46,2005,9
15656,"F","基層院所","基隆市",46,2006,2
15657,"F","基層院所","基隆市",46,2007,3
15658,"F","基層院所","基隆市",46,2008,3
15659,"F","基層院所","基隆市",46,2009,5
15660,"F","基層院所","基隆市",46,2010,7
15661,"F","基層院所","基隆市",46,2011,8
15662,"F","基層院所","基隆市",46,2012,8
15663,"F","基層院所","基隆市",47,2005,5
15664,"F","基層院所","基隆市",47,2006,7
15665,"F","基層院所","基隆市",47,2007,2
15666,"F","基層院所","基隆市",47,2008,5
15667,"F","基層院所","基隆市",47,2009,2
15668,"F","基層院所","基隆市",47,2010,6
15669,"F","基層院所","基隆市",47,2011,8
15670,"F","基層院所","基隆市",47,2012,10
15671,"F","基層院所","基隆市",48,2005,4
15672,"F","基層院所","基隆市",48,2006,4
15673,"F","基層院所","基隆市",48,2007,6
15674,"F","基層院所","基隆市",48,2008,4
15675,"F","基層院所","基隆市",48,2009,6
15676,"F","基層院所","基隆市",48,2010,2
15677,"F","基層院所","基隆市",48,2011,6
15678,"F","基層院所","基隆市",48,2012,8
15679,"F","基層院所","基隆市",49,2005,4
15680,"F","基層院所","基隆市",49,2006,4
15681,"F","基層院所","基隆市",49,2007,4
15682,"F","基層院所","基隆市",49,2008,7
15683,"F","基層院所","基隆市",49,2009,2
15684,"F","基層院所","基隆市",49,2010,5
15685,"F","基層院所","基隆市",49,2011,2
15686,"F","基層院所","基隆市",49,2012,6
15687,"F","基層院所","基隆市",50,2005,3
15688,"F","基層院所","基隆市",50,2006,3
15689,"F","基層院所","基隆市",50,2007,3
15690,"F","基層院所","基隆市",50,2008,5
15691,"F","基層院所","基隆市",50,2009,4
15692,"F","基層院所","基隆市",50,2010,3
15693,"F","基層院所","基隆市",50,2011,6
15694,"F","基層院所","基隆市",50,2012,2
15695,"F","基層院所","基隆市",51,2005,7
15696,"F","基層院所","基隆市",51,2006,3
15697,"F","基層院所","基隆市",51,2007,3
15698,"F","基層院所","基隆市",51,2008,11
15699,"F","基層院所","基隆市",51,2009,8
15700,"F","基層院所","基隆市",51,2010,4
15701,"F","基層院所","基隆市",51,2011,3
15702,"F","基層院所","基隆市",51,2012,6
15703,"F","基層院所","基隆市",52,2005,3
15704,"F","基層院所","基隆市",52,2006,7
15705,"F","基層院所","基隆市",52,2007,4
15706,"F","基層院所","基隆市",52,2008,4
15707,"F","基層院所","基隆市",52,2009,10
15708,"F","基層院所","基隆市",52,2010,8
15709,"F","基層院所","基隆市",52,2011,4
15710,"F","基層院所","基隆市",52,2012,4
15711,"F","基層院所","基隆市",53,2005,4
15712,"F","基層院所","基隆市",53,2006,3
15713,"F","基層院所","基隆市",53,2007,7
15714,"F","基層院所","基隆市",53,2008,5
15715,"F","基層院所","基隆市",53,2009,3
15716,"F","基層院所","基隆市",53,2010,9
15717,"F","基層院所","基隆市",53,2011,6
15718,"F","基層院所","基隆市",53,2012,3
15719,"F","基層院所","基隆市",54,2005,9
15720,"F","基層院所","基隆市",54,2006,4
15721,"F","基層院所","基隆市",54,2007,3
15722,"F","基層院所","基隆市",54,2008,9
15723,"F","基層院所","基隆市",54,2009,3
15724,"F","基層院所","基隆市",54,2010,3
15725,"F","基層院所","基隆市",54,2011,12
15726,"F","基層院所","基隆市",54,2012,7
15727,"F","基層院所","基隆市",55,2005,1
15728,"F","基層院所","基隆市",55,2006,8
15729,"F","基層院所","基隆市",55,2007,3
15730,"F","基層院所","基隆市",55,2008,5
15731,"F","基層院所","基隆市",55,2009,8
15732,"F","基層院所","基隆市",55,2010,2
15733,"F","基層院所","基隆市",55,2011,3
15734,"F","基層院所","基隆市",55,2012,12
15735,"F","基層院所","基隆市",56,2006,1
15736,"F","基層院所","基隆市",56,2007,8
15737,"F","基層院所","基隆市",56,2008,7
15738,"F","基層院所","基隆市",56,2009,3
15739,"F","基層院所","基隆市",56,2010,6
15740,"F","基層院所","基隆市",56,2011,1
15741,"F","基層院所","基隆市",56,2012,3
15742,"F","基層院所","基隆市",57,2007,1
15743,"F","基層院所","基隆市",57,2008,8
15744,"F","基層院所","基隆市",57,2009,3
15745,"F","基層院所","基隆市",57,2010,3
15746,"F","基層院所","基隆市",57,2011,6
15747,"F","基層院所","基隆市",57,2012,2
15748,"F","基層院所","基隆市",58,2005,1
15749,"F","基層院所","基隆市",58,2009,6
15750,"F","基層院所","基隆市",58,2010,4
15751,"F","基層院所","基隆市",58,2011,3
15752,"F","基層院所","基隆市",58,2012,7
15753,"F","基層院所","基隆市",59,2006,1
15754,"F","基層院所","基隆市",59,2008,1
15755,"F","基層院所","基隆市",59,2010,7
15756,"F","基層院所","基隆市",59,2011,3
15757,"F","基層院所","基隆市",59,2012,4
15758,"F","基層院所","基隆市",60,2007,1
15759,"F","基層院所","基隆市",60,2009,1
15760,"F","基層院所","基隆市",60,2011,8
15761,"F","基層院所","基隆市",60,2012,3
15762,"F","基層院所","基隆市",61,2008,2
15763,"F","基層院所","基隆市",61,2010,1
15764,"F","基層院所","基隆市",61,2012,8
15765,"F","基層院所","基隆市",62,2005,2
15766,"F","基層院所","基隆市",62,2008,1
15767,"F","基層院所","基隆市",62,2009,1
15768,"F","基層院所","基隆市",62,2012,1
15769,"F","基層院所","基隆市",63,2006,2
15770,"F","基層院所","基隆市",63,2010,1
15771,"F","基層院所","基隆市",63,2012,1
15772,"F","基層院所","基隆市",64,2007,3
15773,"F","基層院所","基隆市",64,2011,1
15774,"F","基層院所","基隆市",65,2008,3
15775,"F","基層院所","基隆市",65,2012,1
15776,"F","基層院所","嘉義市",20,2005,2
15777,"F","基層院所","嘉義市",20,2006,2
15778,"F","基層院所","嘉義市",20,2008,1
15779,"F","基層院所","嘉義市",20,2009,3
15780,"F","基層院所","嘉義市",20,2010,2
15781,"F","基層院所","嘉義市",20,2011,2
15782,"F","基層院所","嘉義市",20,2012,1
15783,"F","基層院所","嘉義市",21,2005,7
15784,"F","基層院所","嘉義市",21,2006,1
15785,"F","基層院所","嘉義市",21,2007,4
15786,"F","基層院所","嘉義市",21,2008,2
15787,"F","基層院所","嘉義市",21,2009,3
15788,"F","基層院所","嘉義市",21,2010,3
15789,"F","基層院所","嘉義市",21,2011,6
15790,"F","基層院所","嘉義市",21,2012,4
15791,"F","基層院所","嘉義市",22,2005,8
15792,"F","基層院所","嘉義市",22,2006,8
15793,"F","基層院所","嘉義市",22,2007,3
15794,"F","基層院所","嘉義市",22,2008,6
15795,"F","基層院所","嘉義市",22,2009,8
15796,"F","基層院所","嘉義市",22,2011,5
15797,"F","基層院所","嘉義市",22,2012,5
15798,"F","基層院所","嘉義市",23,2005,4
15799,"F","基層院所","嘉義市",23,2006,8
15800,"F","基層院所","嘉義市",23,2007,9
15801,"F","基層院所","嘉義市",23,2008,2
15802,"F","基層院所","嘉義市",23,2009,8
15803,"F","基層院所","嘉義市",23,2010,10
15804,"F","基層院所","嘉義市",23,2011,5
15805,"F","基層院所","嘉義市",23,2012,10
15806,"F","基層院所","嘉義市",24,2005,13
15807,"F","基層院所","嘉義市",24,2006,5
15808,"F","基層院所","嘉義市",24,2007,10
15809,"F","基層院所","嘉義市",24,2008,13
15810,"F","基層院所","嘉義市",24,2009,5
15811,"F","基層院所","嘉義市",24,2010,8
15812,"F","基層院所","嘉義市",24,2011,15
15813,"F","基層院所","嘉義市",24,2012,6
15814,"F","基層院所","嘉義市",25,2005,11
15815,"F","基層院所","嘉義市",25,2006,15
15816,"F","基層院所","嘉義市",25,2007,6
15817,"F","基層院所","嘉義市",25,2008,11
15818,"F","基層院所","嘉義市",25,2009,10
15819,"F","基層院所","嘉義市",25,2010,10
15820,"F","基層院所","嘉義市",25,2011,9
15821,"F","基層院所","嘉義市",25,2012,13
15822,"F","基層院所","嘉義市",26,2005,26
15823,"F","基層院所","嘉義市",26,2006,10
15824,"F","基層院所","嘉義市",26,2007,15
15825,"F","基層院所","嘉義市",26,2008,6
15826,"F","基層院所","嘉義市",26,2009,12
15827,"F","基層院所","嘉義市",26,2010,10
15828,"F","基層院所","嘉義市",26,2011,9
15829,"F","基層院所","嘉義市",26,2012,13
15830,"F","基層院所","嘉義市",27,2005,14
15831,"F","基層院所","嘉義市",27,2006,26
15832,"F","基層院所","嘉義市",27,2007,11
15833,"F","基層院所","嘉義市",27,2008,16
15834,"F","基層院所","嘉義市",27,2009,8
15835,"F","基層院所","嘉義市",27,2010,14
15836,"F","基層院所","嘉義市",27,2011,10
15837,"F","基層院所","嘉義市",27,2012,7
15838,"F","基層院所","嘉義市",28,2005,6
15839,"F","基層院所","嘉義市",28,2006,10
15840,"F","基層院所","嘉義市",28,2007,22
15841,"F","基層院所","嘉義市",28,2008,12
15842,"F","基層院所","嘉義市",28,2009,14
15843,"F","基層院所","嘉義市",28,2010,8
15844,"F","基層院所","嘉義市",28,2011,14
15845,"F","基層院所","嘉義市",28,2012,6
15846,"F","基層院所","嘉義市",29,2005,12
15847,"F","基層院所","嘉義市",29,2006,7
15848,"F","基層院所","嘉義市",29,2007,11
15849,"F","基層院所","嘉義市",29,2008,23
15850,"F","基層院所","嘉義市",29,2009,18
15851,"F","基層院所","嘉義市",29,2010,12
15852,"F","基層院所","嘉義市",29,2011,8
15853,"F","基層院所","嘉義市",29,2012,12
15854,"F","基層院所","嘉義市",30,2005,13
15855,"F","基層院所","嘉義市",30,2006,12
15856,"F","基層院所","嘉義市",30,2007,8
15857,"F","基層院所","嘉義市",30,2008,12
15858,"F","基層院所","嘉義市",30,2009,22
15859,"F","基層院所","嘉義市",30,2010,18
15860,"F","基層院所","嘉義市",30,2011,10
15861,"F","基層院所","嘉義市",30,2012,7
15862,"F","基層院所","嘉義市",31,2005,11
15863,"F","基層院所","嘉義市",31,2006,12
15864,"F","基層院所","嘉義市",31,2007,13
15865,"F","基層院所","嘉義市",31,2008,8
15866,"F","基層院所","嘉義市",31,2009,10
15867,"F","基層院所","嘉義市",31,2010,23
15868,"F","基層院所","嘉義市",31,2011,19
15869,"F","基層院所","嘉義市",31,2012,13
15870,"F","基層院所","嘉義市",32,2005,6
15871,"F","基層院所","嘉義市",32,2006,14
15872,"F","基層院所","嘉義市",32,2007,13
15873,"F","基層院所","嘉義市",32,2008,14
15874,"F","基層院所","嘉義市",32,2009,6
15875,"F","基層院所","嘉義市",32,2010,10
15876,"F","基層院所","嘉義市",32,2011,22
15877,"F","基層院所","嘉義市",32,2012,15
15878,"F","基層院所","嘉義市",33,2005,2
15879,"F","基層院所","嘉義市",33,2006,8
15880,"F","基層院所","嘉義市",33,2007,15
15881,"F","基層院所","嘉義市",33,2008,16
15882,"F","基層院所","嘉義市",33,2009,13
15883,"F","基層院所","嘉義市",33,2010,9
15884,"F","基層院所","嘉義市",33,2011,12
15885,"F","基層院所","嘉義市",33,2012,20
15886,"F","基層院所","嘉義市",34,2005,1
15887,"F","基層院所","嘉義市",34,2007,6
15888,"F","基層院所","嘉義市",34,2008,13
15889,"F","基層院所","嘉義市",34,2009,13
15890,"F","基層院所","嘉義市",34,2010,16
15891,"F","基層院所","嘉義市",34,2011,10
15892,"F","基層院所","嘉義市",34,2012,14
15893,"F","基層院所","嘉義市",35,2005,5
15894,"F","基層院所","嘉義市",35,2006,1
15895,"F","基層院所","嘉義市",35,2007,2
15896,"F","基層院所","嘉義市",35,2008,9
15897,"F","基層院所","嘉義市",35,2009,15
15898,"F","基層院所","嘉義市",35,2010,10
15899,"F","基層院所","嘉義市",35,2011,17
15900,"F","基層院所","嘉義市",35,2012,10
15901,"F","基層院所","嘉義市",36,2005,5
15902,"F","基層院所","嘉義市",36,2006,6
15903,"F","基層院所","嘉義市",36,2007,1
15904,"F","基層院所","嘉義市",36,2008,1
15905,"F","基層院所","嘉義市",36,2009,7
15906,"F","基層院所","嘉義市",36,2010,16
15907,"F","基層院所","嘉義市",36,2011,12
15908,"F","基層院所","嘉義市",36,2012,18
15909,"F","基層院所","嘉義市",37,2005,6
15910,"F","基層院所","嘉義市",37,2006,6
15911,"F","基層院所","嘉義市",37,2007,6
15912,"F","基層院所","嘉義市",37,2008,4
15913,"F","基層院所","嘉義市",37,2009,3
15914,"F","基層院所","嘉義市",37,2010,7
15915,"F","基層院所","嘉義市",37,2011,16
15916,"F","基層院所","嘉義市",37,2012,10
15917,"F","基層院所","嘉義市",38,2005,5
15918,"F","基層院所","嘉義市",38,2006,7
15919,"F","基層院所","嘉義市",38,2007,6
15920,"F","基層院所","嘉義市",38,2008,8
15921,"F","基層院所","嘉義市",38,2009,2
15922,"F","基層院所","嘉義市",38,2010,6
15923,"F","基層院所","嘉義市",38,2011,7
15924,"F","基層院所","嘉義市",38,2012,15
15925,"F","基層院所","嘉義市",39,2005,5
15926,"F","基層院所","嘉義市",39,2006,5
15927,"F","基層院所","嘉義市",39,2007,5
15928,"F","基層院所","嘉義市",39,2008,8
15929,"F","基層院所","嘉義市",39,2009,6
15930,"F","基層院所","嘉義市",39,2010,2
15931,"F","基層院所","嘉義市",39,2011,4
15932,"F","基層院所","嘉義市",39,2012,7
15933,"F","基層院所","嘉義市",40,2005,3
15934,"F","基層院所","嘉義市",40,2006,5
15935,"F","基層院所","嘉義市",40,2007,6
15936,"F","基層院所","嘉義市",40,2008,7
15937,"F","基層院所","嘉義市",40,2009,7
15938,"F","基層院所","嘉義市",40,2010,6
15939,"F","基層院所","嘉義市",40,2011,2
15940,"F","基層院所","嘉義市",40,2012,6
15941,"F","基層院所","嘉義市",41,2005,8
15942,"F","基層院所","嘉義市",41,2006,4
15943,"F","基層院所","嘉義市",41,2007,7
15944,"F","基層院所","嘉義市",41,2008,7
15945,"F","基層院所","嘉義市",41,2009,4
15946,"F","基層院所","嘉義市",41,2010,7
15947,"F","基層院所","嘉義市",41,2011,6
15948,"F","基層院所","嘉義市",41,2012,2
15949,"F","基層院所","嘉義市",42,2005,6
15950,"F","基層院所","嘉義市",42,2006,7
15951,"F","基層院所","嘉義市",42,2007,3
15952,"F","基層院所","嘉義市",42,2008,14
15953,"F","基層院所","嘉義市",42,2009,8
15954,"F","基層院所","嘉義市",42,2010,4
15955,"F","基層院所","嘉義市",42,2011,5
15956,"F","基層院所","嘉義市",42,2012,5
15957,"F","基層院所","嘉義市",43,2005,3
15958,"F","基層院所","嘉義市",43,2006,5
15959,"F","基層院所","嘉義市",43,2007,8
15960,"F","基層院所","嘉義市",43,2008,6
15961,"F","基層院所","嘉義市",43,2009,6
15962,"F","基層院所","嘉義市",43,2010,7
15963,"F","基層院所","嘉義市",43,2011,5
15964,"F","基層院所","嘉義市",43,2012,4
15965,"F","基層院所","嘉義市",44,2005,5
15966,"F","基層院所","嘉義市",44,2006,3
15967,"F","基層院所","嘉義市",44,2007,5
15968,"F","基層院所","嘉義市",44,2008,12
15969,"F","基層院所","嘉義市",44,2009,4
15970,"F","基層院所","嘉義市",44,2010,7
15971,"F","基層院所","嘉義市",44,2011,8
15972,"F","基層院所","嘉義市",44,2012,4
15973,"F","基層院所","嘉義市",45,2005,5
15974,"F","基層院所","嘉義市",45,2006,5
15975,"F","基層院所","嘉義市",45,2007,3
15976,"F","基層院所","嘉義市",45,2008,8
15977,"F","基層院所","嘉義市",45,2009,9
15978,"F","基層院所","嘉義市",45,2010,4
15979,"F","基層院所","嘉義市",45,2011,7
15980,"F","基層院所","嘉義市",45,2012,7
15981,"F","基層院所","嘉義市",46,2006,5
15982,"F","基層院所","嘉義市",46,2007,7
15983,"F","基層院所","嘉義市",46,2008,5
15984,"F","基層院所","嘉義市",46,2009,4
15985,"F","基層院所","嘉義市",46,2010,8
15986,"F","基層院所","嘉義市",46,2011,5
15987,"F","基層院所","嘉義市",46,2012,7
15988,"F","基層院所","嘉義市",47,2005,1
15989,"F","基層院所","嘉義市",47,2007,5
15990,"F","基層院所","嘉義市",47,2008,12
15991,"F","基層院所","嘉義市",47,2009,5
15992,"F","基層院所","嘉義市",47,2010,4
15993,"F","基層院所","嘉義市",47,2011,8
15994,"F","基層院所","嘉義市",47,2012,4
15995,"F","基層院所","嘉義市",48,2005,1
15996,"F","基層院所","嘉義市",48,2006,1
15997,"F","基層院所","嘉義市",48,2007,2
15998,"F","基層院所","嘉義市",48,2008,4
15999,"F","基層院所","嘉義市",48,2009,6
16000,"F","基層院所","嘉義市",48,2010,4
16001,"F","基層院所","嘉義市",48,2011,4
16002,"F","基層院所","嘉義市",48,2012,7
16003,"F","基層院所","嘉義市",49,2006,1
16004,"F","基層院所","嘉義市",49,2007,1
16005,"F","基層院所","嘉義市",49,2008,3
16006,"F","基層院所","嘉義市",49,2009,3
16007,"F","基層院所","嘉義市",49,2010,5
16008,"F","基層院所","嘉義市",49,2011,5
16009,"F","基層院所","嘉義市",49,2012,4
16010,"F","基層院所","嘉義市",50,2007,1
16011,"F","基層院所","嘉義市",50,2008,3
16012,"F","基層院所","嘉義市",50,2009,1
16013,"F","基層院所","嘉義市",50,2010,3
16014,"F","基層院所","嘉義市",50,2011,5
16015,"F","基層院所","嘉義市",50,2012,6
16016,"F","基層院所","嘉義市",51,2005,1
16017,"F","基層院所","嘉義市",51,2008,5
16018,"F","基層院所","嘉義市",51,2009,1
16019,"F","基層院所","嘉義市",51,2010,1
16020,"F","基層院所","嘉義市",51,2011,4
16021,"F","基層院所","嘉義市",51,2012,6
16022,"F","基層院所","嘉義市",52,2005,4
16023,"F","基層院所","嘉義市",52,2006,1
16024,"F","基層院所","嘉義市",52,2008,3
16025,"F","基層院所","嘉義市",52,2009,2
16026,"F","基層院所","嘉義市",52,2010,1
16027,"F","基層院所","嘉義市",52,2011,1
16028,"F","基層院所","嘉義市",52,2012,4
16029,"F","基層院所","嘉義市",53,2006,3
16030,"F","基層院所","嘉義市",53,2008,3
16031,"F","基層院所","嘉義市",53,2009,2
16032,"F","基層院所","嘉義市",53,2010,2
16033,"F","基層院所","嘉義市",53,2011,1
16034,"F","基層院所","嘉義市",54,2005,2
16035,"F","基層院所","嘉義市",54,2006,1
16036,"F","基層院所","嘉義市",54,2007,3
16037,"F","基層院所","嘉義市",54,2008,1
16038,"F","基層院所","嘉義市",54,2009,1
16039,"F","基層院所","嘉義市",54,2010,2
16040,"F","基層院所","嘉義市",54,2011,2
16041,"F","基層院所","嘉義市",54,2012,1
16042,"F","基層院所","嘉義市",55,2006,1
16043,"F","基層院所","嘉義市",55,2007,1
16044,"F","基層院所","嘉義市",55,2008,7
16045,"F","基層院所","嘉義市",55,2009,1
16046,"F","基層院所","嘉義市",55,2010,1
16047,"F","基層院所","嘉義市",55,2011,2
16048,"F","基層院所","嘉義市",55,2012,3
16049,"F","基層院所","嘉義市",56,2005,1
16050,"F","基層院所","嘉義市",56,2007,1
16051,"F","基層院所","嘉義市",56,2008,2
16052,"F","基層院所","嘉義市",56,2009,4
16053,"F","基層院所","嘉義市",56,2010,1
16054,"F","基層院所","嘉義市",56,2011,1
16055,"F","基層院所","嘉義市",56,2012,2
16056,"F","基層院所","嘉義市",57,2006,1
16057,"F","基層院所","嘉義市",57,2008,2
16058,"F","基層院所","嘉義市",57,2009,3
16059,"F","基層院所","嘉義市",57,2010,3
16060,"F","基層院所","嘉義市",57,2012,1
16061,"F","基層院所","嘉義市",58,2005,1
16062,"F","基層院所","嘉義市",58,2007,1
16063,"F","基層院所","嘉義市",58,2010,2
16064,"F","基層院所","嘉義市",58,2011,3
16065,"F","基層院所","嘉義市",59,2006,1
16066,"F","基層院所","嘉義市",59,2008,2
16067,"F","基層院所","嘉義市",59,2011,3
16068,"F","基層院所","嘉義市",59,2012,3
16069,"F","基層院所","嘉義市",60,2007,1
16070,"F","基層院所","嘉義市",60,2008,2
16071,"F","基層院所","嘉義市",60,2009,1
16072,"F","基層院所","嘉義市",60,2012,3
16073,"F","基層院所","嘉義市",61,2005,2
16074,"F","基層院所","嘉義市",61,2008,1
16075,"F","基層院所","嘉義市",61,2010,1
16076,"F","基層院所","嘉義市",62,2005,1
16077,"F","基層院所","嘉義市",62,2006,2
16078,"F","基層院所","嘉義市",62,2008,1
16079,"F","基層院所","嘉義市",62,2009,1
16080,"F","基層院所","嘉義市",62,2011,1
16081,"F","基層院所","嘉義市",63,2006,1
16082,"F","基層院所","嘉義市",63,2007,2
16083,"F","基層院所","嘉義市",63,2008,1
16084,"F","基層院所","嘉義市",63,2010,1
16085,"F","基層院所","嘉義市",63,2012,1
16086,"F","基層院所","嘉義市",64,2005,1
16087,"F","基層院所","嘉義市",64,2007,1
16088,"F","基層院所","嘉義市",64,2008,3
16089,"F","基層院所","嘉義市",64,2011,1
16090,"F","基層院所","嘉義市",65,2006,1
16091,"F","基層院所","嘉義市",65,2008,1
16092,"F","基層院所","嘉義市",65,2009,2
16093,"F","基層院所","嘉義市",65,2012,2
16094,"F","基層院所","嘉義縣",18,2011,1
16095,"F","基層院所","嘉義縣",19,2012,1
16096,"F","基層院所","嘉義縣",20,2005,1
16097,"F","基層院所","嘉義縣",20,2006,1
16098,"F","基層院所","嘉義縣",20,2007,3
16099,"F","基層院所","嘉義縣",20,2008,1
16100,"F","基層院所","嘉義縣",20,2009,2
16101,"F","基層院所","嘉義縣",20,2010,1
16102,"F","基層院所","嘉義縣",20,2011,3
16103,"F","基層院所","嘉義縣",20,2012,3
16104,"F","基層院所","嘉義縣",21,2005,7
16105,"F","基層院所","嘉義縣",21,2006,4
16106,"F","基層院所","嘉義縣",21,2008,3
